track_id,song_id,artist_id,artist_name,song_title,genre,match_1_title,match_2_title,match_3_title,match_1_word_count,match_2_word_count,match_3_word_count,cosine_match_1,cosine_match_2,cosine_match_3
TRBYDKJ12903CA9D33,SOTXSMC12AB0182217,ARS8GNX1187B9B5141,The Black Keys,Black Door,blues,Take Me To The Backseat (Album Version),Jeep Ass Niguh,Oh Baby I,253.0,588.0,444.0,SOHXKYR12AB017C5D3,SOZMTZR12A6D4F6774,SOSKIZH12A6D4F7B05
TRWJKJK128F9338FEF,SOIFDQD12AB01822F5,ARS8GNX1187B9B5141,The Black Keys,Busted,blues,Caught Up,If Trust Is Broken...,These Boots Are Made For Walkin',673.0,108.0,381.0,SOEOKHN12A81C2160D,SOJAKGK12A8C13A5A0,SOOMIBO12A8C142F94
TRUULBP12903CA9D23,SORMOIW12AB01887F0,ARS8GNX1187B9B5141,The Black Keys,Give Your Heart Away,blues,Share My World,Anytime,One Night,405.0,384.0,172.0,SOJUIXL12AF729FE1E,SOVODWN12D02199268,SOTSSMB12A6D4FB7FB
TRYYJHJ128F9340B19,SOKGVJH12A58A77920,ARS8GNX1187B9B5141,The Black Keys,Grown So Ugly,blues,Whose Muddy Shoes,Louise,Snoopafella (Edited),183.0,253.0,948.0,SOQXPEH12A6D4FE1DB,SOBOVMY12A6D4FB4E9,SOIYRHZ12A67AD8126
TRHHJCL12903CB44B7,SOFRWHG12A58A7DF46,ARS8GNX1187B9B5141,The Black Keys,Hard Row,blues,Enjoy Yourself,Let Yourself Go,Whatever Gets You Through The Day,318.0,170.0,309.0,SOOLZTM12A58A7B918,SOSBPHK12D02190471,SOXKRVD12A679C803C
TRWZXDS128F427A71B,SOAJJDS12A8C13A3FB,ARS8GNX1187B9B5141,The Black Keys,I Got Mine,blues,Winter Rose,Please Baby,Rollin' Mama Blues,88.0,141.0,196.0,SOKWUAB12A8C1386FE,SOLJQGJ12AB01872F6,SOQFKAW12AB01870FE
TRZDLWE12903CB44DE,SOURIRH12A58A7B408,ARS8GNX1187B9B5141,The Black Keys,If You See Me,blues,Treat Me Like A Lady,Door To My Heart,Treat The Youths Right,273.0,96.0,385.0,SOBXKKJ12AB0183D6E,SOXUYLC12AB018E1DF,SODOPOK12A58A8174F
TRNZQVO128F427A71E,SOIQUSV12A8C13A402,ARS8GNX1187B9B5141,The Black Keys,Lies,blues,Kiss Of Death,Close Your Eyes,I've Always Been A Coward Baby,296.0,209.0,215.0,SOKLGKV12A6D4F6BD8,SOANHPJ12A67ADC8CF,SOUJGZV12A8C1397FF
TRAECHJ12903CC36DA,SOCQQSU12AB0185BF4,ARS8GNX1187B9B5141,The Black Keys,Next Girl,blues,The Girl That I Marry,Cavatina,The Girl Next Door,122.0,111.0,124.0,SOAXNAH12A8C132CB9,SOLBOLW12A8C14579E,SOBELBD12A58A7CD17
TRRVSIN128F9338FD5,SOSICNK12AB01876BB,ARS8GNX1187B9B5141,The Black Keys,No Fun,blues,No Fun (Remasterd LP Version),Kicking And Screaming,Time Out For Fun,136.0,177.0,247.0,SOFAXTF12A6D4F7600,SOZDZTA12AB017CCAF,SODPYEI12A6D4F7163
TRYMMVG128F9340B1B,SOHKBXW12AB0185660,ARS8GNX1187B9B5141,The Black Keys,Stack Shot Billy,blues,I Shot The Devil,Down By The River [Live At Massey Hall 1971],Shot Of Love,169.0,187.0,369.0,SOPPVLJ12A58A7B931,SOEWUNT12A6D4FC8C8,SOQULAF12A8C132007
TRKSEEY12903CCD312,SOTEPSZ12AB018C99D,ARS8GNX1187B9B5141,The Black Keys,Ten Cent Pistol,blues,Right About Now,Lady Down On Love,Cyclops,201.0,234.0,121.0,SOMXSFN12A6D4FB088,SOTLWMR12A8C13FD0A,SOVDECX12A67021676
TRFOGQC12903CA9D2E,SOTDIMP12AB01821E8,ARS8GNX1187B9B5141,The Black Keys,The Flame,blues,Flames of Love,Kissing The Flames,Wheel Of Fortune,168.0,147.0,141.0,SOUQKEE12AC960DE13,SOJPGMO12A8C136D25,SOHAGMZ12A8C140703
TREVCQU12903CCD318,SOGECRB12AB018C9AB,ARS8GNX1187B9B5141,The Black Keys,These Days,blues,Last to Know,The Howling,Vincent (Starry_ Starry Night) (Album Version),530.0,339.0,274.0,SOOLJWO12AF72A304D,SOOWNCS12A8C1423B8,SOGQZMP12A8AE4542F
TRFLJNE12903CB44F1,SOBJBEU12AF729D526,ARS8GNX1187B9B5141,The Black Keys,When The Lights Go Out,blues,Just Don't Want To Be Lonely,Force Quit,Playgrounds And City Parks,235.0,157.0,177.0,SOBYRLD12A8C133433,SOLXXSN12A8C13AC3C,SONGVHA12A58A7AE3E
TRQNNKX12903CB44CA,SOCULJG12A8AE4714D,ARS8GNX1187B9B5141,The Black Keys,Have Love Will Travel,blues,I Miss You,I'm Not In The Mood (To Say No)!,Reggae On Broadway,293.0,430.0,302.0,SOLXQHT12A8C13BE14,SOOZOFD12A6701DF50,SOKCEXR12A6701C3EB
TRKNKGC128F42A746A,SOUZEJD12D021B5336,AR20CFC1187B98A25D,Ray Charles,C.C. Rider,blues,All Along The Water,Careless Love,The Price You Pay,283.0,66.0,256.0,SOMINWR12AF72AB038,SOEWPKA12AB0187D87,SOODCRT12A8C132933
TRWEHQE128F935A2D6,SOKQSDH12AB0188B1A,AR20CFC1187B98A25D,Ray Charles,I Got a Woman,blues,Only Fool In Town (2002 Digital Remaster),Full-Time Lover,It's All Over,241.0,178.0,246.0,SOPFOON12A58A7925C,SOHJDPV12A8C1435AD,SOZWPSF12A8AE48BA4
TRPMJOK128F92F317A,SOQWJXH12AAF3B5B0F,AR20CFC1187B98A25D,Ray Charles,The Sun's Gonna Shine Again,blues,Black Dog,I BELIEVE,When The Saints Go Marching In,273.0,355.0,201.0,SOEWJIT12AF72A186E,SOZUOXB12A81C22A66,SOFXKZC12A8C13B926
TRGXECP12903CDDC43,SOCLEEQ12D021B23E0,AR20CFC1187B98A25D,Ray Charles,Losing Hand,blues,Caught Up,I Don't Wanna Lose Your Love,Higher,673.0,564.0,397.0,SOEOKHN12A81C2160D,SOJCHKR12AB018023B,SONCSOX12AB017F3A5
TREQYGT128E07859FA,SOZOJBP12A6701E425,ARV9LSS1187B98C471,Blake Shelton,Nobody But Me (Album Version),blues,Nasty Grind,Nobody's Man,It's All Over,388.0,207.0,246.0,SOQIZVC12AB0187899,SODPYTW12A67ADD31E,SOZWPSF12A8AE48BA4
TROFEVE12903CD8AAA,SONQLUB12D02199FCD,AR66H0N1187B9AE91E,Etta James,A Sunday Kind of Love,blues,Sprung,London Boys,I'm Cool,307.0,111.0,131.0,SOKLOOH12A6D4F6EED,SOBTJXA12A8C1434BF,SOWZYPQ12AAF3B1F3D
TRCFPJF128F428A872,SOKCCML12D021B0FC6,AR66H0N1187B9AE91E,Etta James,I Just Want To Make Love To You,blues,I Just Want To Make Love To You,You Got Me,Give Me What I Want (LP Version),148.0,317.0,406.0,SOIOJXG12A8C1354A3,SOCIYRJ12A8151D3CD,SOJKGFW12A58A80A76
TRBFTHL128C7196B42,SODJRCC12D02192374,AR66H0N1187B9AE91E,Etta James,My Dearest Darling,blues,Come Back Darling,Stir It Up,My Special Prayer,152.0,211.0,129.0,SOGXHTF12A58A7C7E8,SOQCBUL12A8C13926A,SOOYLAP12A58A7917C
TRFEGGQ128E07898AA,SOMPSXS12D021B12D7,AR66H0N1187B9AE91E,Etta James,W.O.M.A.N.,blues,I'm A Woman,The Great Collapse,Kind Hearted Woman Blues (Album Version),296.0,57.0,129.0,SOAMKZP12A8C13E379,SOYMEOT12A6701DE9A,SOICNJH12A81C22263
TRDDDDX128E0793212,SOIOOIR12A58A7EBB8,ARLAUED1187B9ACEAF,Eric Clapton,Alberta,blues,Ain't Had No Lovin',Been So Long,Try Our Love Again,176.0,262.0,399.0,SOTRSWP12A8C13B1B5,SODJKKG12A6D4F71E9,SOKJTXX12A6D4F71E7
TRWBAGY128F93034BF,SOXIVQT12AB0181061,ARLAUED1187B9ACEAF,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Before You Accuse Me,Up To No Good,If You Want A Mother,137.0,228.0,269.0,SOCTRDB12AB0180FDB,SOABQUF12AB018913C,SOEWRME12A8C1413F6
TRLWIBC128E0792E2C,SORMUAO12A6D4F9262,ARLAUED1187B9ACEAF,Eric Clapton,Early In The Morning,blues,Allow Me One More Show,If I Needed You,Shining Moon,175.0,105.0,123.0,SOYUJZH12A8AE47282,SOBQHCC12A8C13B469,SOYQGVP12AB017ED97
TRAZQIG128F146372E,SOFZYKR12A6D4F72A5,ARLAUED1187B9ACEAF,Eric Clapton,Floating Bridge,blues,Stormy Monday,Since Yesterday,Down At The Landing,157.0,227.0,168.0,SOQLHFS12B35058AB4,SOJGJGM12A8C13BB7E,SOFQQFO12A6D4F873D
TRQUJCP128F4238206,SOICNJH12A81C22263,ARLAUED1187B9ACEAF,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Kindhearted Woman Blues,Woman Trouble,W.O.M.A.N.,141.0,162.0,163.0,SOBZWGW12AB01848B5,SOBZWEV12A6D4F8141,SOMPSXS12D021B12D7
TRIDJMD128E078B984,SOWGAGY12A6701F305,ARN0YZ71187B9BA57B,Michael Bublé,That's All (Album Version),classical,Straight From The Heart,Even Tho',Love Me Warm And Tender,354.0,198.0,173.0,SODPWFR12A6D4F7D1B,SOLNLDK12AB0189AD7,SODZAAQ12A8AE47CCF
TRYRCXF128F424183D,SOWXYFO12A8AE46AD3,ARGVJPK1187B9909EA,Josh Groban,America (Revised Live Version),classical,America,Death Of A Ladies' Man,I Forgot,176.0,381.0,210.0,SODBQDI12AF729E437,SOUOOXW12A8AE46318,SOOKCVF12A8C140590
TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,Broken Vow,More Than Words,Invisible Shield,210.0,271.0,280.0,SOUNNKZ12A8C13E432,SOMIAJE12A8AE47661,SOGEXGG12A6D4F6F56
TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Piano (Memory),Caruso,La Canzone Dell' Impossibile,95.0,167.0,118.0,SOUKPKK12AB017D865,SOZUFWK12AAF3B2720,SOVUIPG12A8C13688B
TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,L'Homme De La Situation,A Tes Côtés,Mon Ange,240.0,105.0,195.0,SOOENSR12A8C144088,SOBCEPY12A6D4F88B0,SOGUZYS12AB01843BE
TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,The Crash Of Angel Wings,You're My Angel,Angel,182.0,102.0,448.0,SOJFEIH12A8C13EE41,SOIQWMA12A8C137455,SOKNHPO12A8C1435F9
TRRBWRX128F423C535,SOBFGZA12A8AE4542A,ARGVJPK1187B9909EA,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Catch Me,Let The Chips Fall,If Only For One Night,181.0,167.0,218.0,SORJOPS12A58A7A759,SOZECBI12A8C1391DC,SOHRTKD12A58A7A8D4
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Come Primavera,Il Pugile Sentimentale ( Live ),Semplicemente (Canto Per Te),81.0,139.0,182.0,SOBTJJR12A8C13FB29,SOKVBUA12A8C13DF11,SOAAGGH12A8C136617
TRBRHPE128E0787803,SOJCMKN12A67020471,ARGVJPK1187B9909EA,Josh Groban,My Confession (Album Version),classical,Blessed,Beautiful Day,Careful,320.0,347.0,156.0,SOJPMXC12A58A7C2BA,SOADMHW12AB017E442,SOGNFOD12A6D4F8584
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),classical,Niente Per Scontato,Mamma,La Scala (The Ladder),150.0,113.0,130.0,SOGYWXC12A8C13687B,SOCCWML12AB017EAD5,SODODTD12A8C14466D
TRGURIJ128E078780B,SORUSFO12A67020478,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Album Version),classical,Remember When It Rained (Revised Live Version),Oh Na Na Na,Dla Niego,138.0,56.0,36.0,SOEIAOV12A8AE46AC4,SOZYNTT12A8C138164,SOFHGOE12A8C139836
TRYKKOX128F4241839,SOEIAOV12A8AE46AC4,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Revised Live Version),classical,Remember When It Rained (Album Version),Oh Na Na Na,Dla Niego,138.0,56.0,36.0,SORUSFO12A67020478,SOZYNTT12A8C138164,SOFHGOE12A8C139836
TRUVBEG128F92F0B48,SORJUAX12AB017CB28,ARGVJPK1187B9909EA,Josh Groban,Smile,classical,My Love Remains,Don't Need The Sun To Shine (To Make Me Smile),By The Time It Gets Dark,292.0,425.0,89.0,SOJJKQP12AB018AB8A,SOUQBMR12A6D4F8BA8,SOKFMVT12A8C13CD60
TRJBNZG128EF35A1AA,SOMYGPN12A6D4F7E28,ARGVJPK1187B9909EA,Josh Groban,Solo Por Ti (Album Version),classical,Solo Con Un Beso,En nuestro aniversario,Que Voy A hacer Sin Tí,327.0,135.0,297.0,SOCXCBB12A8C140501,SOPHQZK12A8C142057,SOMVWGK12A6D4FE90E
TRPJAPP128EF35A1AC,SOAGVMD12A6D4F7E2A,ARGVJPK1187B9909EA,Josh Groban,Un Giorno Per Noi (Album Version),classical,Niente Per Scontato,Dentro Me,Che Gelida Manina,150.0,114.0,84.0,SOGYWXC12A8C13687B,SOWBQDP12A6D4FCD0A,SORBPSA12AB018BF29
TRUDTXB128F423C537,SOGQZMP12A8AE4542F,ARGVJPK1187B9909EA,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Never Ending Nights,Set It Free,Broken Buildings,128.0,233.0,138.0,SOURQAE12A6D4FCD70,SOCMFHV12A8C13090D,SOUUAHI12A67AD822A
TRMVVDP128E0787806,SOTQRPK12A67020473,ARGVJPK1187B9909EA,Josh Groban,When You Say You Love Me (Album Version),classical,Bizarre Love Triangle,It's Time,When Your Eyes Say It,269.0,278.0,383.0,SOIAEJI12AF72A1A3A,SOZSUAO12A8AE4938A,SOGQSNV12A8C139B54
TRIEQWR128E078780D,SOULFRO12A6702047A,ARGVJPK1187B9909EA,Josh Groban,You Raise Me Up (Album Version),classical,You Raise Me Up,This Punishment,Raise Your God,192.0,42.0,44.0,SODMEAX12AC468C0D8,SOAIIPA12A8C13E0EC,SOTVPRG12AB0186CD1
TRBEYYM128F1493C56,SOKMZQL12A58A76B19,ARGVJPK1187B9909EA,Josh Groban,Believe (Album Version),classical,I Believe,Where Is Your Heart At?,Do You Believe Me Now,229.0,358.0,208.0,SOYSDJX12AB0183F8C,SOCKYPE12A8C1343B2,SOWKUGS12A8C131096
TRPITXR128F427FA1B,SOEEMLZ12A8C136C5C,ARH861H1187B9B799E,Johnny Cash,Away In A Manger,classical,Away In A Manger,Raio No Terrasu (Jesus Wept),Little Lord Obedience,104.0,96.0,346.0,SOBYTMJ12A8C13A9F6,SOFBUYL12A8C1439EA,SOFGWEX12AB018479D
TRGFMUJ128F423C52F,SOKABLD12D021991AC,ARGVJPK1187B9909EA,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Oggi,La Promesa,L'Attesa,86.0,114.0,143.0,SOXCIUD12A8C136894,SOGDPXK12AF72A389C,SORRGVU12AF72A67F0
TRGVTSO12903CABC19,SOPPSEF12AB018ADD4,ARFM3UU1187B994C88,David Crowder*Band,All Around Me,classical,Will I Get Out Of Jail,Asleep,My Heart Belongs To You,312.0,138.0,324.0,SOHMTYM12AB01872A1,SOQGYPE12A67ADE94A,SOKJPGI12A8C136FB9
TRJGMSL128F4230A6C,SOWYWPP12A81C20850,ARPBTRI1187FB52457,The Game,Black Opera,classical,Ho's A Housewife,Crossing the Boundary,The Dayz Of Wayback,799.0,664.0,496.0,SOREKHT12AB0186F11,SOJTWQJ12AF729CEF8,SOXMLFS12A6D4F6CE8
TRBGUUE128F1494FB6,SOGDJWU12A58A7DA10,ARJA1841187FB3A029,David Bowie,Baal's Hymn,classical,A Thing Called Love,The Illest Brother,Mortal City,243.0,819.0,667.0,SOHCAKG12A8BED7973,SOBCPJM12AF72A4F1D,SOIFEFO12AB017D3C3
TREPYPE128F92EB38C,SOBAQGA12AB017C9F2,ARNJ9LU1187B9A56A6,Il Divo,Adagio,classical,Musica,Adagio,Il meglio di te,93.0,93.0,99.0,SOADHZE12A8C13FB39,SOWFORM12A8C132376,SOJDYAO12AC960A0C4
TRGZRPJ128F92EF7E2,SOJBCHJ12A8C140942,ARNJ9LU1187B9A56A6,Il Divo,Adeste Fideles,classical,O Holy Night,O Holy Night,Flow,226.0,143.0,73.0,SOGBKDN12A8AE469FE,SOAPBQG12A8AE49981,SOUYTNH12AB018E30D
TRGXTYR128F42ACF5F,SOJILSK12A8C13F427,ARNJ9LU1187B9A56A6,Il Divo,All By Myself (Solo Otra Vez),classical,Amor Mio No Te Vayas,Otra Vez,Sin Conocerte,300.0,175.0,304.0,SOLNPSC12AB017B9C6,SOGEFKO12AF72AA17F,SOSUTTK12A8C140440
TRVXXVG128F933AB88,SOHGPTR12AB01874F5,ARNJ9LU1187B9A56A6,Il Divo,Amazing Grace,classical,Amazing Grace,Peace,Playstation Blues,146.0,134.0,131.0,SOMLXPG12A6D4F7CF7,SOEBLVC12A6702081E,SOEKBGW12A58A778E6
TRLFGML128F92EB391,SOMZKFD12AB017CA0C,ARNJ9LU1187B9A56A6,Il Divo,Angelina,classical,Cantando,Sonrisa especial,Abre tu puerta (y cruza el universo),671.0,199.0,361.0,SOAEBYL12AC468B119,SOMMYOR12A6D4FA27A,SOKNONI12A6D4F7E2F
TRVFSWI128F42ACE94,SOJZKPG12A8C13F9E0,ARNJ9LU1187B9A56A6,Il Divo,Ave Maria,classical,Come Primavera,Fili,Roma Sogna,81.0,130.0,136.0,SOBTJJR12A8C13FB29,SOXUYDK12A8C13D7EB,SOLVICZ12A58A7A683
TRMKTUF128F42BC140,SOLHDOP12A8C13FB24,ARNJ9LU1187B9A56A6,Il Divo,Caruso,classical,Caruso,La Canzone Dell' Impossibile,Nessun dorma!,167.0,118.0,49.0,SOZUFWK12AAF3B2720,SOVUIPG12A8C13688B,SOHKDXA12A6D4FDC49
TRXNYOZ128F42BC146,SOBTJJR12A8C13FB29,ARNJ9LU1187B9A56A6,Il Divo,Come Primavera,classical,Ave Maria,Passeggeri Distratti,Tristesse,73.0,127.0,54.0,SOJZKPG12A8C13F9E0,SOANXBN12AB017FAE3,SOIICDQ12AB017EAD9
TRYFLQK128F92EF7F1,SOOVZJZ12A8C1399B9,ARNJ9LU1187B9A56A6,Il Divo,Dentro Un Altro Si,classical,Oceano (Revised Live Version),Per combattere l'acne,L'Età Dei Figuranti,130.0,110.0,176.0,SOTEXNI12A8AE46AAE,SOTSRFU12A8C14262C,SOZCUIF12A58A804BF
TRRWCOL128F42AD05D,SOOZNYR12A8C13D9F7,ARNJ9LU1187B9A56A6,Il Divo,En Aranjuez Con Tu Amor,classical,Aranjuez Ma Pensee,Hermanos de sangre (Rulot 05),No te creas,82.0,143.0,78.0,SOEGNRW12A58A7D9AB,SOBJHKK12A6D4F928A,SODGHNL12A8C139F74
TRVRPTI128F92EB390,SOCREBZ12AB017CA05,ARNJ9LU1187B9A56A6,Il Divo,Enamorado,classical,Alejate De Mi,Virgen De Riña,Volcan,272.0,113.0,146.0,SOFDJSB12AB0183B5B,SOTFGTY12AB01818F9,SOMIPYU12A6D4FB8E6
TRGRNWU128F42AE46D,SOLRRGS12A8C13FD5A,ARNJ9LU1187B9A56A6,Il Divo,Esisti Dentro Me,classical,Ognuno Soffre,Se Tu Non Sei Lei,Ave Maria,113.0,165.0,73.0,SORNOTZ12AAF3B5924,SOUXHYP12A6D4F6BF3,SOJZKPG12A8C13F9E0
TRNXWLK128F92EC9A7,SOVINFL12A8C139286,ARNJ9LU1187B9A56A6,Il Divo,Everytime I Look At You,classical,Playstation Blues,My Big Mistake,Lost In This Moment,131.0,333.0,313.0,SOEKBGW12A58A778E6,SOYSWYA12A8C134CA1,SOBOLPJ12A8C14403E
TRITOVK128F92EC9A0,SOCVWFF12A8C13B6EE,ARNJ9LU1187B9A56A6,Il Divo,Feelings,classical,Niente Per Scontato,Semplicemente (Canto Per Te),L'Età Dei Figuranti,150.0,182.0,176.0,SOGYWXC12A8C13687B,SOAAGGH12A8C136617,SOZCUIF12A58A804BF
TRRLVOI128F92EB38D,SOKINKK12AB017C9F6,ARNJ9LU1187B9A56A6,Il Divo,Hallelujah (Aleluya),classical,Buenaventura Y Caney,El ectoplasta,Amores Como El Nuestro,165.0,191.0,182.0,SOJTASV12A8C13AFBA,SOXMTJO12AB0183607,SOBHPQI12A58A79472
TRHPPNF128F42ACFA9,SOCXAJQ12A8C13FD4E,ARNJ9LU1187B9A56A6,Il Divo,Hasta Mi Final,classical,Llorar duele mas,Tal Para Cual,Todavía Me Amas,142.0,199.0,265.0,SOREUST12AB0183EEA,SOLUHNJ12AB01871BC,SOFREAO12AB0187603
TRUXYDP128F93234BD,SOYGKHG12AB01804C8,ARS54I31187FB46721,Taylor Swift,Crazier,country,Love Goes Down,You Made Me Feel,Watch The Sky For Me,238.0,240.0,152.0,SOJGSYF12AB018CB01,SOTRKCS12A8C1384D3,SOWQLJO12AF729C3AB
TRKVVVK12903CB592C,SODUDUN12AB018CCAB,ARS54I31187FB46721,Taylor Swift,Fifteen,country,Interlude 5,The Illest Brother,Act A Fool,1903.0,819.0,624.0,SOONCPO12AF72A1986,SOBCPJM12AF72A4F1D,SOZVCKM12A8C138484
TRUVVME12903CBA350,SORRBVQ12A58A7AA33,ARS54I31187FB46721,Taylor Swift,Change,country,Days Like These,Interlude 5,Handsworth Revolution,559.0,1903.0,279.0,SOBDJYO12A81C22157,SOONCPO12AF72A1986,SOOLEAJ12AB01868A3
TRZGWCY12903CEF521,SOVMMRT12D021B2E6E,ARHATLI1187FB52C76,Toby Keith,You Can't Read My Mind,country,Not Your Baby,DHC,Help Me Find A Way To Your Heart,402.0,284.0,442.0,SONZTKX12A6D4FB006,SOHSOGT12A58A7DDC4,SOFPRGJ12AB018332B
TRMAVQT128F4270DBF,SOLJTVT12A58A79F96,ARH861H1187B9B799E,Johnny Cash,Man In White,country,Snoopafella (Edited),The Hourglass,Oklahoma,948.0,889.0,336.0,SOIYRHZ12A67AD8126,SOIWGDT12AB018A591,SOCMBEE12A8C131A30
TRWVEDL128F4293EA3,SOOVRMN12AF72A0933,AR7ZFLN1187FB4830A,Rascal Flatts,Holes,country,Safe Word,Indian Queens,The Truth,170.0,238.0,64.0,SOSANYV12AB0186251,SOEEBSI12A8C1428D9,SOZJKVQ12AB017F652
TRTVVYX128F9328DBA,SOMKEYV12AF72A20B2,ARFL99B1187B9A2A45,Sugarland,Baby Girl,country,Never Gonna Give You Up,Send It To Me,Please Come Home For Christmas,442.0,293.0,140.0,SOFXBUV12AB0187A06,SOMVMAP12A58A7A18A,SOJRAFF12A8C1391DD
TRTGPPK128F1459DD4,SOIHEED12A6D4F5E36,AR4DW2Q1187FB44DB6,Billy Currington,Growin' Up Down There,country,Dumb,Summer In Dixie (Remastered Album Version),Summer,453.0,198.0,213.0,SOZDEKM12AB01866A4,SOBWJQZ12A6D4FD159,SOJUEAS12AB017CDAE
TRHUIRM128F426BFD5,SOMDWHQ12A6D4F5E30,AR4DW2Q1187FB44DB6,Billy Currington,Hangin' Around,country,Wish,I Forgot My Name,Chase The Clouds Away,100.0,147.0,141.0,SOHDAPA12A58A7F984,SOJXNRW12A8AE47CC3,SOTHXQK12A6D4F6902
TRJNTQQ128F426BFD0,SOVXWMI12A8C13B667,AR4DW2Q1187FB44DB6,Billy Currington,Here I Am,country,Looking Back On Vanity,Twizala,Lookin' Through The Windows,169.0,524.0,221.0,SOXOKBN12A670214D3,SOLCSXJ12A6D4F854B,SOHQSLE12A6D4FD852
TRZJCNT128F426BFCC,SOWNWBW12A8C13B65E,AR4DW2Q1187FB44DB6,Billy Currington,She's Got A Way With Me,country,Half The Man,Never Gonna Give You Up,A Thing Called Love,169.0,442.0,243.0,SOZLAUJ12A8C13A2C7,SOFXBUV12AB0187A06,SOHCAKG12A8BED7973
